@relation churn-4000-v8_0.25

@attribute CreditScore[g][mv1.5][i] numeric
@attribute Geography[mv2] {France,Spain,Germany}
@attribute Gender[mv1.5] {Female,Male}
@attribute Age[c][mv2][i] numeric
@attribute Tenure[c][mv1.5][i] numeric
@attribute Balance[g][mv2] numeric
@attribute NumOfProducts[m][mv1.5][i] numeric
@attribute HasCrCard[mv2] {0,1}
@attribute IsActiveMember[g][mv1.5] {0,1}
@attribute EstimatedSalary[g][mv2] numeric
@attribute Exited[c][mv2] {0,1}

@data
712,Germany,Female,40,3,109308.79,2,1,0,?,1
564,?,Male,31,5,121461.87,1,1,1,20432.09,1
?,Spain,Male,35,1,0,3,?,0,?,1
?,Germany,?,42,9,146100.75,?,1,0,?,1
606,Germany,Male,48,4,?,1,0,0,36091.91,1
?,Germany,Female,55,1,?,?,1,0,81431.99,1
514,France,?,38,4,112230.38,1,1,0,16717.11,1
636,Spain,Female,?,0,0,?,1,0,?,1
578,France,Male,?,10,185966.64,1,0,0,9445.42,1
678,Germany,?,32,4,139626.01,1,?,?,118235.52,1
610,?,Female,?,5,130554.51,3,1,0,184758.17,1
613,Germany,Male,38,9,67111.65,?,1,0,78566.64,1
710,Germany,Female,?,9,149155.53,2,?,0,42131.26,1
648,Spain,?,?,7,?,1,?,0,172586.89,1
718,?,Female,?,?,0,2,0,1,27509.52,1
721,Spain,Male,51,0,169312.13,1,?,0,109078.35,1
850,?,Female,62,1,124678.35,?,1,0,70916,1
569,France,?,66,2,0,1,1,0,130784.2,1
?,Germany,Female,43,?,107963.38,?,0,?,186438.86,1
850,France,?,47,?,0,1,1,0,?,1
?,Spain,?,56,4,99340.83,1,?,0,?,1
?,?,Female,35,6,?,1,?,0,25488.43,1
714,Germany,Male,54,?,137986.58,2,0,1,51308.54,1
537,France,Male,59,9,0,2,?,0,103799.77,1
844,?,Male,40,7,113348.14,1,1,0,31904.31,1
692,France,Female,31,?,0,2,1,0,91829.17,1
588,France,Male,44,?,154409.74,1,1,0,49324.03,1
467,Germany,Male,?,10,?,?,1,0,?,1
557,France,Male,42,6,177822.03,1,1,0,150944.31,1
680,Germany,Female,51,5,143139.87,1,?,0,47795.43,1
736,France,Female,24,0,0,2,1,?,109355.73,1
?,Germany,Male,43,1,95556.31,1,0,?,?,1
646,Spain,Female,50,5,142644.64,2,1,?,142208.5,1
?,Germany,?,48,6,149726.08,1,0,0,?,1
591,Spain,Female,40,?,86376.29,1,0,1,136767.16,1
699,France,Male,?,?,0,?,0,1,?,1
529,France,Male,46,8,0,1,0,0,?,1
?,?,Female,35,?,?,?,?,?,156361.58,1
705,France,Female,?,7,?,1,1,0,63405.2,1
735,France,Female,38,1,?,3,0,0,92220.12,1
457,?,Male,?,?,73700.12,3,1,1,185750.02,1
492,Germany,Female,52,8,125396.24,1,?,0,?,1
689,?,Female,28,5,95328.6,1,?,0,6129.61,1
?,?,Female,44,4,131593.85,1,0,1,?,1
667,Spain,?,71,4,?,1,0,1,94433.08,1
645,Spain,Male,?,8,113755.78,?,1,?,149756.71,1
?,Germany,Male,58,2,133745.44,4,?,0,28373.86,1
850,?,Female,55,10,98488.08,1,1,0,155879.57,1
350,France,?,60,3,0,1,?,?,113796.15,1
664,France,Male,48,10,0,1,1,0,140173.17,1
?,France,Male,?,?,0,2,1,?,195635.3,1
627,France,Female,?,2,159441.27,1,1,?,?,1
780,Germany,Male,51,?,126725.25,1,1,0,195259.31,1
572,France,Male,43,2,140431.98,?,1,0,26450.57,1
?,?,Male,56,?,110802.03,1,?,1,?,1
?,France,Female,49,0,0,1,1,1,80496.71,1
779,France,?,48,2,115290.27,1,?,?,?,1
766,Germany,Female,62,7,142724.48,1,0,1,?,1
498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
632,France,?,44,?,?,1,1,1,?,1
625,Germany,Female,55,8,?,4,0,0,135853.62,1
?,?,Female,43,?,120867.18,1,1,0,18761.92,1
599,Spain,Female,31,?,0,1,1,1,130086.47,1
692,?,Male,29,4,?,1,1,0,?,1
612,France,Female,33,9,0,1,?,0,?,1
576,Germany,Male,44,9,?,1,?,0,119056.68,1
459,Spain,Female,42,?,129634.25,2,?,1,?,1
512,Spain,Male,36,1,0,1,0,?,135482.26,1
699,Germany,?,32,1,?,3,1,1,127443.82,1
727,?,?,?,5,152581.06,1,?,0,?,1
?,?,Male,45,3,74274.87,3,1,0,64907.48,1
735,France,Male,?,?,74135.85,1,1,1,11783.1,1
?,France,Female,32,2,0,1,?,0,?,1
551,?,Male,27,2,?,1,1,1,85129.77,1
649,Spain,Male,32,?,0,1,0,?,91167.19,1
516,Spain,Male,50,?,0,1,?,?,146145.93,1
644,Spain,?,46,6,12459.19,1,?,0,156787.34,1
551,France,Female,59,2,166968.28,1,1,?,159483.76,1
723,Germany,?,52,?,131694.97,1,0,1,92873.5,1
809,Spain,?,48,2,0,1,?,?,?,1
618,France,Female,?,6,?,1,?,0,120668.46,1
682,Germany,Female,?,1,116520.28,?,1,?,49833.5,1
743,Spain,Female,?,5,?,2,0,?,186489.14,1
?,?,Male,38,7,148045.68,1,?,?,?,1
?,?,Female,45,9,116585.97,1,1,0,189428.75,1
609,Spain,Male,61,?,0,1,?,0,22447.85,1
565,?,Female,?,?,108888.24,3,0,?,135875.51,1
?,Germany,Female,?,?,?,?,0,?,548.52,1
?,?,Female,32,4,175406.13,2,1,?,?,1
599,?,?,28,?,?,2,1,0,60843.09,1
556,Germany,Male,42,0,115915.53,2,0,1,?,1
792,France,Male,50,9,?,4,?,1,?,1
785,France,Female,?,?,0,1,1,0,134964.85,1
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
?,Germany,Female,35,6,?,1,1,0,115566.57,1
768,Germany,Male,49,?,?,1,1,?,?,1
?,France,Female,28,?,191864.51,1,1,0,?,1
467,Germany,Male,28,10,126315.26,?,1,0,32349.29,1
700,France,Female,?,?,110923.15,?,1,1,161845.81,1
601,France,Female,43,8,?,3,0,1,110916.15,1
805,Spain,Female,39,5,165272.13,1,1,0,?,1
835,Germany,Male,20,4,124365.42,?,0,0,180197.74,1
?,Spain,Male,46,8,62400.48,1,1,1,?,1
?,Spain,?,?,?,145874.35,1,1,0,56311.39,1
482,Germany,?,?,2,69329.47,1,?,0,102640.52,1
850,France,Male,33,10,0,1,1,0,4861.72,1
504,?,Male,56,9,104217.3,1,0,0,55857.48,1
677,France,Female,56,?,119963.45,1,?,0,158325.87,1
747,Germany,?,37,9,?,3,1,0,85470.45,1
?,?,?,45,5,0,1,?,0,142513.5,1
?,?,Female,61,?,80538.56,1,1,?,131305.37,1
691,France,Female,?,6,?,1,1,?,177355.8,1
?,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
563,France,Female,32,0,148326.09,1,1,0,?,1
628,Spain,Male,50,?,0,1,0,0,144366.83,1
731,Germany,Male,37,3,?,1,0,0,172718.35,1
779,Germany,?,33,1,158456.76,1,1,1,197000.92,1
673,France,Female,34,8,42157.08,1,?,0,20598.59,1
?,Spain,?,49,8,66079.45,2,0,?,91556.57,1
564,?,Female,53,2,45472.28,1,1,1,41055.71,1
?,France,Male,52,10,?,1,1,?,123.07,1
625,Germany,Female,35,5,?,?,1,0,163440.8,1
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1
768,?,Female,42,?,?,1,0,0,161242.99,1
703,?,Male,56,?,?,?,0,?,?,1
?,?,?,48,5,116060.08,?,1,0,?,1
499,Spain,Female,53,1,75225.53,2,0,0,?,1
512,?,Male,36,4,?,2,0,0,38629.3,1
585,?,Female,?,?,0,2,1,0,?,1
654,?,Male,40,?,0,1,0,0,?,1
?,Germany,?,35,9,113948.58,?,?,0,188891.96,1
510,Spain,Female,38,4,?,1,1,?,118913.53,1
?,France,?,39,9,133102.92,1,?,0,27046.46,1
624,Germany,Male,54,3,?,?,1,0,110498.1,1
626,?,Female,44,2,?,1,0,1,?,1
846,France,?,41,5,?,3,1,?,3440.47,1
545,Spain,Male,36,?,73211.12,2,1,?,?,1
562,France,Male,37,2,0,1,0,1,52525.15,1
708,France,Female,47,0,?,2,0,?,132730.07,1
624,Spain,Female,34,6,0,1,1,0,582.59,1
?,?,Male,45,6,?,2,?,1,104678.78,1
?,France,?,?,?,0,1,?,?,190296.76,1
662,Spain,Female,54,1,187997.15,?,0,0,111442.71,1
694,Germany,Female,?,8,98218.04,2,1,?,?,1
484,?,Female,55,8,?,3,0,0,137519.92,1
609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1
689,Germany,Female,55,1,?,1,1,0,42364.75,1
651,France,Male,35,?,74623.5,?,1,0,129451.29,1
504,?,Female,44,0,?,2,1,?,?,1
621,?,Male,?,?,170491.84,1,1,?,35588.07,1
652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
735,France,Female,53,8,123845.36,2,?,?,170454.93,1
?,Germany,Male,67,7,136709.35,?,0,?,66753.1,1
535,Germany,Male,38,?,127475.24,?,?,0,60775.76,1
705,France,Female,35,5,0,1,1,0,133991.11,1
?,Germany,Male,41,2,93925.3,1,?,0,123982.14,1
850,France,Female,?,8,0,1,1,0,19632.64,1
570,France,Female,58,8,0,?,0,1,116503.92,1
563,Spain,?,61,1,82182.1,?,1,0,106826.92,1
628,France,?,50,?,?,1,?,1,?,1
459,Germany,Male,46,7,110356.42,?,1,0,4969.13,1
547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
613,?,Female,20,0,117356.19,?,0,0,113557.7,1
?,?,Male,?,9,0,?,?,?,75246.21,1
591,?,Female,27,?,107812.67,1,0,1,162501.83,1
?,France,Female,51,6,144237.91,?,1,0,157143.61,1
741,Spain,Male,43,0,0,2,1,1,?,1
788,France,Male,55,?,0,1,0,1,13288.46,1
772,Germany,?,42,3,75075.31,2,1,0,92888.52,1
803,France,?,32,9,192122.84,?,1,?,54277.45,1
513,France,Male,35,8,?,?,1,0,?,1
453,Spain,Female,42,5,0,?,?,?,83008.49,1
632,Spain,Male,?,3,136556.44,1,1,0,82152.83,1
584,Spain,Female,59,1,0,1,?,1,?,1
?,Spain,Female,?,?,59877.33,1,?,0,14032.62,1
676,France,Female,?,8,82909.14,1,1,0,?,1
?,?,Male,42,4,?,1,?,0,171045.31,1
631,?,Male,48,1,106396.48,?,1,1,150661.42,1
606,Germany,Male,65,10,?,?,0,0,7861.68,1
708,Germany,Female,54,?,145151.4,1,?,1,125311.17,1
447,France,?,?,2,0,2,1,0,33879.26,1
680,Germany,?,42,7,?,1,1,?,90558.24,1
?,?,Male,50,4,121175.56,1,?,?,117505.07,1
434,Germany,?,58,9,125801.03,2,1,0,60891.8,1
646,Spain,Male,31,2,?,?,1,1,?,1
635,?,Male,33,?,0,3,0,0,178067.33,1
?,?,Female,35,?,0,1,1,0,171840.24,1
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
651,France,?,56,4,?,1,0,0,?,1
?,France,Female,40,9,137409.19,?,1,0,?,1
511,Spain,?,66,4,?,1,1,0,1643.11,1
817,Germany,Male,?,9,101207.75,1,0,0,88211.12,1
648,Germany,Female,51,2,?,1,1,0,4121.04,1
649,?,Female,45,5,92786.66,?,1,?,173365.9,1
?,Germany,Male,46,5,142360.62,2,?,0,?,1
813,?,?,59,2,?,?,1,0,?,1
?,?,?,?,5,126147.84,1,0,1,?,1
?,?,Male,43,?,150805.17,3,?,1,?,1
638,France,Female,?,3,145860.98,1,1,?,?,1
632,Germany,?,?,5,107959.39,1,1,1,6985.34,1
?,?,Female,?,6,?,1,?,?,?,1
?,Germany,?,38,?,127201.58,1,1,0,147168.28,1
616,?,Female,?,6,128352.59,?,1,1,144000.59,1
648,?,Male,46,9,?,?,?,0,77405.95,1
475,France,Male,40,?,160818.08,?,0,1,?,1
736,?,?,46,5,?,?,1,?,77981.54,1
664,France,Male,54,8,?,1,1,1,?,1
629,France,?,44,?,0,4,0,0,117572.59,1
636,Germany,Male,49,6,?,2,1,0,158887.09,1
523,France,Female,?,2,102967.41,1,1,0,128702.1,1
382,Spain,Male,?,0,0,1,1,?,179540.73,1
590,?,?,?,?,?,2,?,?,182627.25,1
?,Germany,Male,23,3,122478.51,?,1,0,147230.77,1
601,?,Male,48,9,163630.76,1,0,?,?,1
?,Germany,Female,?,7,109062.28,1,1,1,140136.1,1
699,France,Female,43,?,80764.03,1,1,0,199378.58,1
?,Germany,Male,42,3,118199.97,2,1,?,9452.88,1
?,France,Female,59,2,68892.77,?,?,0,7905.06,1
?,?,?,?,?,109044.6,1,0,0,94554.74,1
597,?,Female,60,0,131778.08,1,?,?,?,1
698,France,Female,40,7,105061.74,?,?,0,107815.31,1
680,France,Female,37,10,?,1,1,0,81776.84,1
?,?,?,50,3,105229.72,1,1,1,?,1
710,France,Male,?,?,158623.14,1,0,0,83499.89,1
535,Germany,Male,?,7,111756.5,?,1,0,?,1
642,Germany,Female,36,?,?,?,?,?,?,1
717,France,Female,?,?,99472.76,?,1,?,94274.72,1
367,?,Male,42,?,?,1,1,0,168816.73,1
728,France,Female,?,4,?,1,?,1,163365.85,1
526,Germany,Female,35,?,118536.4,1,?,?,40980.87,1
?,Spain,Female,?,?,78126.28,1,1,1,153482.91,1
706,Spain,?,?,2,127660.46,?,1,0,?,1
524,Germany,Female,31,8,107818.63,1,1,?,?,1
489,Germany,Female,52,1,?,1,1,0,37240.11,1
592,?,Male,?,3,?,1,1,1,12905.89,1
547,Germany,Male,55,4,?,3,1,0,?,1
?,Germany,Female,46,7,141535.52,?,?,0,50595.15,1
579,Spain,Male,43,?,?,?,1,1,198402.37,1
504,Germany,?,?,?,102365.49,1,?,0,194690.77,1
634,Germany,?,46,5,123642.36,1,1,1,49725.16,1
743,?,Male,?,?,144677.19,?,1,0,22512.44,1
753,France,Male,57,7,0,1,?,0,159475.08,1
850,Spain,?,71,10,69608.14,1,1,0,97893.4,1
?,France,Male,?,4,89838.71,3,?,0,?,1
664,Spain,Female,53,7,187602.18,?,1,0,186392.99,1
542,?,?,35,9,127543.11,?,1,0,468.94,1
607,Spain,?,62,8,?,1,1,1,23386.77,1
518,Germany,?,29,9,125961.74,?,1,0,160303.08,1
?,Germany,Female,38,?,117314.92,1,1,0,122021.33,1
?,Spain,Female,47,1,?,1,1,0,107825.08,1
666,France,Male,53,5,64646.7,1,?,0,128019.48,1
?,France,Female,60,7,73937.02,?,1,0,161937.62,1
742,Germany,Female,44,8,107926.02,1,0,1,?,1
?,France,?,46,?,?,1,?,?,?,1
414,France,Male,38,?,0,1,0,1,77661.12,1
596,Spain,Male,?,6,121345.88,4,1,0,?,1
655,France,?,59,7,?,1,1,0,88958.49,1
555,Germany,?,62,4,119817.33,?,?,1,43507.1,1
?,?,Female,?,5,106011.59,?,1,1,17376.57,1
626,France,Female,44,10,81553.93,1,1,0,20063.63,1
689,Spain,Male,38,?,75075.14,1,1,?,8651.92,1
?,?,Female,?,9,135979.01,4,1,1,?,1
495,Germany,Female,?,9,?,1,?,1,116069.24,1
?,Spain,?,?,8,88441.64,1,1,1,?,1
456,France,?,63,1,165350.61,2,?,0,140758.07,1
526,Spain,Female,33,8,114634.63,2,?,?,110114.38,1
576,France,Female,41,4,112609.91,1,0,?,?,1
?,France,Female,?,8,?,1,1,1,?,1
?,Spain,Female,39,7,?,1,1,0,140881.2,1
684,Germany,?,?,3,81245.79,1,1,0,69643.31,1
554,Spain,Female,?,7,87603.35,3,0,1,96929.24,1
701,Germany,Male,63,3,120916.52,?,?,0,?,1
?,?,Female,?,5,93259.57,3,1,0,?,1
499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1
?,Germany,Male,54,?,99774.5,1,?,0,?,1
674,Germany,?,34,2,152797.9,1,1,0,175709.4,1
?,France,Female,?,4,?,?,1,0,5408.74,1
443,?,?,35,9,108308,?,1,0,?,1
?,France,Female,51,3,?,?,1,0,?,1
649,Spain,Female,49,2,?,1,?,0,84863.85,1
?,?,?,63,4,114552.6,1,?,0,73856.28,1
?,Spain,Female,?,1,163760.82,1,?,0,157381.14,1
609,Germany,Female,71,?,113317.1,1,1,0,108258.22,1
431,Germany,Female,?,2,138843.7,1,?,?,37688.31,1
829,Germany,Female,27,9,112045.67,?,?,1,?,1
703,France,Female,51,3,?,3,?,?,77294.56,1
?,Spain,Male,48,?,109472.47,?,1,0,?,1
727,?,Female,31,0,0,1,1,0,121751.04,1
?,Germany,Male,?,1,133105.47,?,1,0,105732.9,1
410,?,Male,33,?,125789.69,1,0,0,?,1
726,France,Male,29,7,0,2,1,?,91844.14,1
?,?,Female,?,10,128707.31,?,1,0,63092.65,1
706,Germany,Female,?,?,105214.58,1,1,0,108699.59,1
549,?,Male,41,9,95020.8,3,1,1,131710.59,1
?,France,Male,?,?,120682.53,?,1,0,30635.52,1
807,Spain,Female,42,1,0,1,?,0,16500.66,1
513,Spain,Male,48,2,0,1,?,?,114709.13,1
521,France,Male,?,4,?,1,1,1,?,1
507,Germany,?,31,2,134237.07,1,1,1,166423.66,1
819,Germany,Female,?,1,120656.86,4,0,?,166164.3,1
839,Germany,Male,?,2,136911.07,1,1,1,168184.62,1
?,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
689,Spain,Female,57,4,0,2,1,0,136649.8,1
710,Germany,?,62,9,148214.36,1,?,0,48571.14,1
746,France,Male,58,3,0,3,1,1,80344.96,1
?,France,Male,48,4,59486.31,1,1,0,?,1
679,France,Female,?,4,0,3,?,0,115136.51,1
535,Spain,Female,50,1,140292.58,3,0,0,?,1
795,Spain,Female,56,5,0,1,?,?,35418.69,1
791,Germany,Female,33,10,130229.71,2,?,0,54019.93,1
660,Germany,?,41,1,129901.21,1,1,0,26025.6,1
760,Germany,Female,49,9,91502.99,?,1,0,?,1
750,Spain,Male,22,3,121681.82,1,1,0,?,1
?,Germany,?,?,2,121647.54,2,1,1,64849.74,1
?,Germany,?,28,9,154475.54,2,0,1,101300.94,1
794,France,Female,?,7,176845.41,3,1,0,166526.26,1
529,Spain,?,?,4,96134.11,3,1,0,108732.96,1
682,France,?,28,?,200724.96,?,?,1,82872.64,1
616,?,Female,?,1,135842.41,?,1,0,183840.51,1
722,Spain,?,?,?,0,?,1,0,?,1
521,?,Female,49,4,?,2,0,?,62413.01,1
489,France,Female,51,?,?,2,0,?,174098.28,1
?,?,Female,47,2,?,2,1,1,166929.43,1
651,France,?,45,?,?,2,?,0,23054.51,1
794,Germany,Male,?,?,?,1,1,0,?,1
?,?,Male,?,8,79475.3,3,?,1,32421.32,1
621,?,?,40,7,0,2,0,1,?,1
407,Spain,?,37,?,0,1,?,1,?,1
547,?,Female,49,2,0,1,?,0,65466.93,1
?,Germany,Female,42,?,137227.04,3,?,0,?,1
669,?,?,50,4,112650.89,1,?,0,166386.22,1
613,Germany,Male,59,8,91415.76,1,0,?,?,1
?,France,?,?,6,175443.75,?,1,0,?,1
595,?,Female,?,2,105736.32,1,1,1,?,1
489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
?,Spain,?,44,4,?,1,?,?,84972.9,1
717,France,?,36,2,148061.89,?,1,0,179128.69,1
595,France,Female,53,7,?,?,1,0,41371.68,1
530,France,?,?,?,0,1,0,1,190663.89,1
671,Spain,Female,34,5,?,4,1,1,28238.25,1
705,Germany,Female,56,2,143249.67,1,1,0,?,1
542,?,Male,54,8,?,1,0,1,?,1
?,France,?,50,9,126547.8,1,1,1,?,1
682,France,Male,41,6,0,2,0,1,134158.09,1
678,France,?,28,4,0,?,1,?,144423.17,1
?,Spain,Female,22,7,?,?,?,?,136365,1
850,France,Male,49,?,128663.9,1,?,0,65769.3,1
674,France,Male,?,7,144889.18,1,?,?,102591.9,1
558,Germany,Male,?,?,144757.02,1,1,0,22878.16,1
?,?,Female,?,4,146710.76,?,1,0,16528.4,1
446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
?,Germany,Female,64,3,153469.26,?,0,0,?,1
634,Germany,?,56,3,116251.24,1,0,?,42429.88,1
?,France,?,37,?,?,1,0,1,197699.8,1
?,Germany,Female,29,6,150358.97,1,1,?,62454.01,1
557,Germany,Male,57,1,?,1,1,0,?,1
762,Germany,?,?,?,117458.51,1,0,?,?,1
698,Spain,Male,45,5,164450.94,1,1,?,?,1
747,France,Male,49,6,202904.64,1,1,1,?,1
?,Germany,Female,?,4,108862.76,1,?,0,79555.08,1
791,Germany,?,35,5,129828.58,?,1,1,181918.26,1
602,?,Female,39,6,?,2,?,0,176614.86,1
?,France,Female,51,?,104760.82,1,?,?,?,1
460,France,Female,27,7,0,2,1,0,156150.08,1
728,France,?,?,2,?,1,1,0,20276.87,1
521,France,Male,38,5,110641.18,1,?,1,136507.69,1
668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1
545,France,Female,55,5,?,1,0,0,10034.77,1
479,?,Male,35,4,?,1,1,1,47251.79,1
667,Spain,Female,39,?,0,2,?,0,?,1
703,Germany,?,?,1,141559.5,1,1,1,?,1
?,?,Male,?,1,100900.5,1,?,?,?,1
?,France,Female,?,?,120731.39,4,?,1,138160.11,1
?,Spain,Female,56,2,0,1,?,1,25222.6,1
?,Spain,Male,29,?,133702.89,1,1,?,55582.54,1
383,Spain,?,48,8,95808.19,1,?,0,137702.01,1
684,?,Male,42,1,?,1,?,1,?,1
699,Germany,Female,54,3,111009.32,?,1,1,155905.79,1
553,Germany,Male,?,5,?,?,1,0,165378.66,1
492,France,Female,48,6,127253.98,1,?,1,?,1
?,France,Female,40,3,?,1,0,?,?,1
460,Germany,Female,40,?,119507.58,2,?,?,91560.63,1
475,France,Female,45,0,?,1,1,0,27822.99,1
?,France,Male,39,6,0,1,1,1,?,1
775,?,?,?,4,?,2,0,0,?,1
645,Spain,Female,49,?,110132.55,3,?,1,187689.91,1
?,Spain,Female,46,8,?,?,1,0,?,1
676,France,Female,37,5,89634.69,1,1,1,?,1
545,?,Male,47,8,105792.49,1,?,?,67830.2,1
662,?,Female,?,4,133950.37,1,?,1,48725.68,1
?,France,Female,41,10,76319.64,1,?,1,?,1
738,?,Male,?,?,0,?,1,1,?,1
761,Germany,Male,?,?,98854.34,1,0,0,?,1
551,Germany,?,50,1,?,1,0,1,84508.44,1
595,France,Male,46,10,0,1,1,0,73489.15,1
?,France,Female,?,?,0,1,0,0,18094.96,1
623,Germany,?,?,1,108076.33,?,1,0,118855.26,1
577,?,Male,?,8,79757.21,1,1,0,135650.72,1
?,Germany,Female,47,6,103163.35,1,?,0,16259.64,1
590,Spain,Male,29,10,0,1,?,1,51907.72,1
517,Germany,Female,?,8,154110.99,2,1,0,?,1
732,Spain,Female,69,9,?,1,0,1,110932.24,1
453,France,?,29,6,0,1,0,?,?,1
554,Germany,Female,54,6,108755,1,1,0,40914.32,1
?,Germany,Male,58,?,?,?,1,1,190696.35,1
611,Spain,Male,52,7,0,1,?,1,73585.18,1
?,?,Female,44,5,0,?,?,1,174205.22,1
676,France,Female,40,?,?,1,1,0,?,1
715,France,Female,41,8,56214.85,2,0,?,?,1
610,Germany,Male,49,?,113882.33,1,1,?,195813.81,1
?,France,Female,46,0,0,3,0,1,131553.82,1
719,France,Female,?,9,101455.7,1,?,0,?,1
730,Germany,Female,33,7,130367.87,1,1,0,?,1
619,Spain,Female,38,1,0,1,1,0,?,1
514,Germany,?,?,3,?,1,0,1,?,1
540,France,?,?,?,?,?,1,0,88703.04,1
716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1
567,Germany,?,49,5,134956.02,1,1,?,93953.84,1
?,France,Male,53,4,199689.49,1,?,?,24207.86,1
544,Spain,Female,53,9,0,1,1,0,?,1
607,?,Female,33,2,108431.87,2,0,1,109291.39,1
?,?,Female,?,8,0,3,?,1,79866.73,1
545,Germany,Female,37,8,114754.08,?,?,0,136050.44,1
655,Spain,Male,?,3,250898.09,3,?,1,81054,1
?,Spain,Female,44,?,179356.28,2,1,0,?,1
756,Germany,?,?,?,155143.52,?,?,1,135034.57,1
767,?,Female,45,?,?,2,1,0,26628.88,1
678,?,Female,51,1,145751.03,?,?,0,109718.44,1
709,?,Female,?,7,0,1,0,1,?,1
?,France,Male,40,9,0,2,1,?,112465.19,1
627,France,Male,44,?,153548.12,1,0,0,35300.08,1
?,?,Female,49,8,?,1,1,1,182865.09,1
?,France,Female,40,0,111098.85,1,1,?,?,1
688,?,Female,54,?,0,1,1,?,191212.63,1
692,Germany,Male,45,?,152296.83,?,0,1,108040.86,1
572,Germany,Male,?,?,97750.07,3,?,1,193014.26,1
655,Germany,?,32,?,?,1,?,0,?,1
597,Spain,Male,35,9,0,3,0,1,73181.39,1
?,?,?,50,2,?,1,1,0,77206.25,1
?,?,Female,?,10,118588.83,1,1,1,?,1
760,France,Male,39,6,178585.46,1,?,?,?,1
634,Germany,Male,48,?,107247.69,1,1,1,103712.05,1
?,France,Male,54,?,0,1,0,1,?,1
737,France,Male,54,?,0,1,1,0,83470.4,1
697,France,Female,49,7,?,4,0,1,131083.56,1
724,France,Male,40,10,?,?,1,0,?,1
607,?,?,48,4,112070.86,3,1,0,?,1
?,Spain,Female,38,8,0,2,0,1,126241.4,1
604,?,Female,?,4,?,1,0,?,47777.15,1
705,?,Male,?,9,?,1,?,0,?,1
751,France,Female,48,?,?,?,1,0,137508.42,1
700,Germany,Female,40,4,148571.07,1,?,0,189826.96,1
611,France,?,53,7,0,2,0,1,156495.39,1
?,Spain,Female,35,3,119349.69,3,?,1,?,1
568,Spain,Female,36,?,153610.61,1,1,1,54083.8,1
623,Germany,Male,50,7,126608.37,1,0,1,645.61,1
755,France,Male,41,6,104817.41,1,?,0,126013.58,1
415,?,?,46,?,134950.19,3,0,?,178587.36,1
673,France,Female,43,?,168069.73,1,1,1,146992.24,1
568,?,?,44,7,0,?,0,0,62370.67,1
644,France,Male,50,9,?,?,?,?,?,1
611,France,Male,?,10,?,?,1,?,23598.23,1
635,Spain,Female,32,?,?,2,1,1,?,1
?,Spain,Male,49,2,0,1,1,0,?,1
?,?,Female,52,1,154733.97,1,?,0,?,1
697,?,Male,63,7,148368.02,1,0,0,?,1
563,France,?,35,?,183572.84,?,1,1,66006.75,1
661,Germany,Male,?,?,141136.62,1,?,?,189742.78,1
850,Spain,Male,?,?,0,1,0,0,25867.67,1
512,France,?,41,8,145150.28,1,1,?,64869.32,1
?,Germany,Female,?,9,110610.41,?,0,1,1112.76,1
618,France,Female,37,5,96652.86,1,?,0,98686.4,1
?,Spain,Male,42,6,0,2,1,0,158302.59,1
644,France,?,44,5,?,?,1,?,157166.79,1
636,France,?,48,1,?,?,1,0,110510.28,1
782,Germany,Female,?,?,81571.05,1,?,?,182960.46,1
?,Germany,Male,40,?,120711.73,1,0,?,27345.18,1
?,France,Female,55,9,110123.59,?,0,?,51548.14,1
?,France,?,49,2,88915.37,3,0,0,?,1
583,?,Female,57,3,?,1,?,1,147964.99,1
602,?,Female,43,2,113641.49,?,1,0,115116.35,1
475,?,Female,46,?,0,2,?,0,122953,1
731,France,?,52,10,0,1,?,1,24998.75,1
596,?,Male,33,8,?,1,1,?,121189.3,1
696,Germany,Male,49,5,97036.22,?,1,0,?,1
815,France,Female,56,3,0,3,1,?,?,1
817,France,Female,?,10,117561.49,1,1,0,95941.55,1
638,Germany,?,42,8,145177.84,1,?,?,?,1
474,France,Male,54,3,0,1,1,0,108409.17,1
613,Germany,?,40,1,147856.82,3,0,0,?,1
685,?,Female,30,2,0,3,?,?,?,1
?,Spain,?,47,?,157296.02,?,0,0,147278.43,1
645,Germany,Female,59,8,121669.93,2,0,?,91.75,1
?,Spain,Male,56,3,154669.77,1,?,1,?,1
?,Germany,?,52,1,106074.89,1,1,1,23548.45,1
589,?,Female,19,9,83495.11,?,1,1,143022.31,1
685,France,Female,50,6,94238.75,2,?,1,50664.07,1
727,France,Male,61,?,?,2,1,1,188729.08,1
749,France,Female,60,6,0,1,1,0,17978.68,1
